age,applying position,experience,leadership experience,english proficiency,salary expectation,gender,category
21,Junior Engineer,2-5 years,1-2 years experience,Intermediate,52000,Male,low-mid level
50,Tech Lead,5-10 years,5 years+ experience,Fluent,185000,Male,mid-high level
32,Associate Engineer,2-5 years,no experience,Intermediate,83000,Male,mid level
47,Senior Engineer,2-5 years,no experience,Intermediate,168000,Male,high level
20,Intern,No experience,no experience,Beginner,36000,Male,low level
22,Junior Developer,1-2 years,1-2 years experience,Intermediate,56000,Male,low-mid level
31,Senior Engineer,2-5 years,1-2 years experience,Fluent,155000,Female,mid-high level
28,Software Engineer,10+ years,no experience,Fluent,109000,Male,mid level
36,Architect,5-10 years,5 years+ experience,Fluent,346000,Male,high level
19,Intern,Below 1 year,no experience,Beginner,49000,Male,low level
22,Junior Engineer,1-2 years,no experience,Fluent,73000,Male,low-mid level
35,Senior Engineer,5-10 years,1-2 years experience,Fluent,125000,Male,mid-high level
35,Software Engineer,10+ years,no experience,Intermediate,105000,Female,mid level
46,Senior Engineer,2-5 years,no experience,Intermediate,129000,Male,high level
20,Trainee,No experience,no experience,Intermediate,38000,Male,low level
23,Junior Engineer,2-5 years,no experience,Intermediate,76000,Male,low-mid level
35,Software Engineer,5-10 years,no experience,Fluent,98000,Male,mid-high level
29,Associate Engineer,2-5 years,1-2 years experience,Fluent,90000,Male,mid level
31,Architect,10+ years,5 years+ experience,Fluent,358000,Female,high level
19,Junior Developer,1-2 years,no experience,Intermediate,54000,Male,low level
20,Junior Developer,1-2 years,2-5 years experience,Fluent,52000,Male,low-mid level
45,Tech Lead,5-10 years,5 years+ experience,Fluent,165000,Male,mid-high level
31,Software Engineer,10+ years,no experience,Intermediate,91000,Male,mid level
39,Tech Lead,5-10 years,5 years+ experience,Fluent,173000,Male,high level
19,Intern,Below 1 year,no experience,Beginner,33000,Male,low level
25,Junior Developer,1-2 years,no experience,Intermediate,56000,Male,low-mid level
46,Tech Lead,5-10 years,5 years+ experience,Fluent,222000,Male,mid-high level
32,Associate Engineer,2-5 years,no experience,Fluent,82000,Female,mid level
34,Architect,10+ years,5 years+ experience,Fluent,398000,Female,high level
22,Trainee,No experience,no experience,Beginner,31000,Male,low level
22,Junior Developer,1-2 years,2-5 years experience,Fluent,78000,Male,low-mid level
45,Tech Lead,5-10 years,5 years+ experience,Fluent,188000,Male,mid-high level
31,Associate Engineer,1-2 years,1-2 years experience,Fluent,91000,Male,mid level
30,Architect,5-10 years,5 years+ experience,Fluent,285000,Male,high level
22,Trainee,No experience,no experience,Beginner,49000,Male,low level
24,Junior Developer,1-2 years,2-5 years experience,Intermediate,66000,Male,low-mid level
39,Senior Engineer,5-10 years,1-2 years experience,Fluent,163000,Male,mid-high level
30,Software Engineer,5-10 years,no experience,Intermediate,116000,Female,mid level
46,Architect,5-10 years,5 years+ experience,Fluent,350000,Male,high level
20,Junior Developer,1-2 years,2-5 years experience,Fluent,78000,Male,low level
27,Junior Engineer,1-2 years,no experience,Intermediate,60000,Male,low-mid level
37,Senior Engineer,5-10 years,2-5 years experience,Fluent,160000,Male,mid-high level
32,Associate Engineer,2-5 years,1-2 years experience,Fluent,97000,Male,mid level
55,Tech Lead,5-10 years,5 years+ experience,Fluent,238000,Male,high level
22,Intern,Below 1 year,no experience,Intermediate,32000,Male,low level
21,Junior Engineer,2-5 years,2-5 years experience,Intermediate,65000,Male,low-mid level
35,Senior Engineer,5-10 years,1-2 years experience,Fluent,163000,Female,mid-high level
31,Software Engineer,5-10 years,1-2 years experience,Intermediate,84000,Male,mid level
36,Senior Engineer,10+ years,1-2 years experience,Intermediate,161000,Male,high level
18,Intern,No experience,no experience,Beginner,42000,Male,low level
25,Junior Engineer,2-5 years,1-2 years experience,Intermediate,76000,Female,low-mid level
48,Senior Engineer,10+ years,1-2 years experience,Fluent,130000,Male,mid-high level
29,Software Engineer,5-10 years,2-5 years experience,Intermediate,117000,Female,mid level
39,Senior Engineer,2-5 years,no experience,Intermediate,145000,Male,high level
18,Intern,Below 1 year,no experience,Beginner,38000,Male,low level
26,Junior Developer,1-2 years,1-2 years experience,Fluent,53000,Male,low-mid level
30,Software Engineer,5-10 years,2-5 years experience,Fluent,94000,Male,mid-high level
28,Software Engineer,5-10 years,1-2 years experience,Intermediate,81000,Male,mid level
40,Senior Engineer,2-5 years,2-5 years experience,Intermediate,137000,Male,high level
23,Intern,No experience,no experience,Beginner,32000,Male,low level
25,Junior Engineer,2-5 years,1-2 years experience,Fluent,68000,Male,low-mid level
45,Senior Engineer,5-10 years,1-2 years experience,Intermediate,154000,Male,mid-high level
32,Software Engineer,10+ years,1-2 years experience,Fluent,99000,Male,mid level
55,Tech Lead,10+ years,5 years+ experience,Fluent,159000,Male,high level
20,Intern,Below 1 year,no experience,Beginner,31000,Male,low level
25,Junior Developer,1-2 years,no experience,Fluent,50000,Male,low-mid level
45,Software Engineer,5-10 years,1-2 years experience,Fluent,100000,Male,mid-high level
33,Software Engineer,10+ years,1-2 years experience,Intermediate,83000,Male,mid level
40,Tech Lead,5-10 years,5 years+ experience,Fluent,227000,Female,high level
20,Intern,No experience,no experience,Intermediate,31000,Male,low level
21,Junior Developer,1-2 years,no experience,Intermediate,76000,Male,low-mid level
31,Tech Lead,5-10 years,5 years+ experience,Fluent,233000,Male,mid-high level
28,Associate Engineer,1-2 years,2-5 years experience,Fluent,79000,Male,mid level
32,Principal Engineer,5-10 years,5 years+ experience,Fluent,253000,Male,high level
19,Trainee,Below 1 year,no experience,Intermediate,48000,Male,low level
21,Junior Engineer,2-5 years,no experience,Intermediate,71000,Male,low-mid level
42,Tech Lead,10+ years,5 years+ experience,Fluent,197000,Male,mid-high level
32,Software Engineer,5-10 years,no experience,Fluent,93000,Male,mid level
44,Principal Engineer,5-10 years,5 years+ experience,Fluent,264000,Male,high level
19,Intern,Below 1 year,no experience,Intermediate,50000,Male,low level
22,Junior Developer,1-2 years,no experience,Fluent,60000,Male,low-mid level
42,Senior Engineer,10+ years,1-2 years experience,Fluent,157000,Male,mid-high level
29,Software Engineer,5-10 years,no experience,Intermediate,87000,Female,mid level
54,Principal Engineer,5-10 years,5 years+ experience,Fluent,236000,Male,high level
